2015-01-01,1.2097,1.21,1.2099,1.21038
2015-01-02,1.2004,1.2108,1.2002,1.21008
2015-01-05,1.1938,1.2005,1.1868,1.1948
2015-01-06,1.1899,1.1969,1.1884,1.1949
2015-01-07,1.1832,1.1897,1.1802,1.19329
2015-01-08,1.1789,1.1848,1.1755,1.18746
2015-01-09,1.1842,1.1846,1.1763,1.18333
2015-01-12,1.184,1.1871,1.1787,1.17899
2015-01-13,1.1771,1.186,1.1753,1.1847
2015-01-14,1.1789,1.1846,1.1728,1.1862
2015-01-15,1.1616,1.1793,1.1568,1.18283
2015-01-16,1.1567,1.165,1.146,1.1777
2015-01-19,1.1604,1.164,1.1548,1.1788
2015-01-20,1.1549,1.1615,1.1541,1.16292
2015-01-21,1.1596,1.168,1.1542,1.1555
2015-01-22,1.1339,1.1651,1.1335,1.1564
2015-01-23,1.1221,1.1374,1.1115,1.16043
2015-01-26,1.1265,1.1296,1.1098,1.15548
2015-01-27,1.1368,1.1423,1.1224,1.16128
2015-01-28,1.1291,1.1383,1.1282,1.1369
2015-01-29,1.1316,1.1368,1.1262,1.1150
2015-01-30,1.1303,1.1364,1.1279,1.1147
2015-02-02,1.134,1.1362,1.1291,1.12361
